gene,cancer_type,n_patients,cox_hr,cox_pvalue,logrank_pvalue,cox_fdr
POU2AF1,SKCM,455,0.7921563554718782,0.00027204546841514256,5.654514701493337e-06,0.006359504456457879
DLX2,SKCM,455,1.0512714485053747,0.4419381239337917,0.6643537522687826,0.6990233946228691
FDFT1,SKCM,455,1.0786732808922677,0.301262077531652,0.08854417194507057,0.5830878919967458
NARF,SKCM,455,1.1029258535367201,0.1268546151915535,0.004198933578558676,0.3796866764072089
CDKN2B,SKCM,455,0.9796254623668855,0.7519147453399418,0.8719688544267791,0.8974147235864607
CYP8B1,SKCM,455,1.0236212511522822,0.7381505818202925,0.67937358045151,0.8968417463898255
BMI1,SKCM,455,0.8363929015786712,0.010033740630788037,0.11545257638870673,0.08029560128695777
TCF4,SKCM,455,0.9358820007621158,0.34979030227541996,0.6980652953150123,0.629937512852182
PRDM16,SKCM,455,0.9147924240314982,0.18431775678462067,0.41335692628850906,0.45330552741918634
GFI1,SKCM,455,0.7983262481153849,0.0004184841579746314,9.55073066960315e-05,0.008658292923613064
EIF4A1,SKCM,455,1.189594740345905,0.01377997975382178,0.02124887407968777,0.09862410957009625
CCNB1IP1,SKCM,455,1.0473083153759435,0.491079070006715,0.16602475769993097,0.7434334112801405
ZEB2,SKCM,455,1.0855441914040884,0.26260477615392563,0.026685649278854157,0.5426209809839343
GNPNAT1,SKCM,455,0.9987943933857102,0.987453056637058,0.13635342917537777,0.9988398448312701
DCUN1D4,SKCM,455,0.9517548454309884,0.5212578532026197,0.38651634405447743,0.7628609915726797
TEAD3,SKCM,455,1.228919325291119,0.004846865334855105,0.05365111654652293,0.04985347201565251
FOXF1,SKCM,455,0.9203026980454575,0.2310107493429211,0.04522526957988826,0.5074061608508333
SASH3,SKCM,455,0.7744525455308832,4.50876218904273e-05,1.736428219667956e-05,0.0017453272989842827
RAPGEF2,SKCM,455,0.901888366542288,0.1658256459223988,0.8957572411373674,0.43244618206511
MAFK,SKCM,455,1.0378777751731976,0.5926264915276864,0.7684638922998969,0.808433258620565
EGFR,SKCM,455,1.172941694898806,0.016047141785357908,0.06279681648014536,0.10887800237570833
E2F3,SKCM,455,1.1329147743930912,0.10271632245085079,0.005332321825259316,0.3393130384070881
ZNF665,SKCM,455,1.063475701636144,0.38133657255284703,0.17123249460460271,0.6537198386620234
DYRK1A,SKCM,455,0.8990863752367126,0.1660924748150125,0.9475430425041934,0.4326576767974276
ITGB3,SKCM,455,0.8270742160750616,0.0031975155994872786,0.004721961224554255,0.03749529693209838
SIK3,SKCM,455,0.9289817572806223,0.2698222087821239,0.29892488083781377,0.5500339476872287
PMPCA,SKCM,455,1.304080309547493,0.0002381906885106128,0.0065043280940642245,0.005754942809652389
MAP10,SKCM,455,0.8308217278758577,0.009462661992449028,0.033142537473276175,0.07824679314051242
VCPIP1,SKCM,455,0.8043122481300188,0.0031349590717937702,0.015972647874754407,0.03700279560150024
SMIM19,SKCM,455,0.9072532295173978,0.19320079587540626,0.2513141149587694,0.4615281122438371
TFAP2A,SKCM,455,1.2912965323865002,0.0007759308603253538,0.06992579566669326,0.013692897535153303
BCAR3,SKCM,455,0.9406594677107664,0.3783409420396302,0.7144791290658974,0.6521246966976781
DNAJC15,SKCM,455,1.0847124291447792,0.2577847303028783,0.3776874354117302,0.5381464067631249
RASGRP3,SKCM,455,0.9163281413225697,0.22148179509901378,0.20225536941590458,0.49744858141704207
MEF2C,SKCM,455,0.9853752962464891,0.839218565725368,0.9946046606629009,0.9441208864410391
TNS3,SKCM,455,0.9850457532514308,0.8251348790997497,0.24172100492274362,0.936396970415772
BCL2L1,SKCM,455,0.9662864358484932,0.6082868771833134,0.5185049371337156,0.8179033182068216
MCRIP1,SKCM,455,1.1725266857236185,0.027862797299551448,0.047317677533298526,0.15781509133001384
RUNX1,SKCM,455,0.8843194280285033,0.07485010844907665,0.17496240891031561,0.2839414019143055
RFX8,SKCM,455,0.8889881259536133,0.06467484033794967,0.293766015647408,0.26278716164403926
IKZF1,SKCM,455,0.7544114841837625,1.2491119216658881e-05,1.7141701151729112e-05,0.0006160003997256435
SPI1,SKCM,455,0.7754233523680752,3.438051241231934e-05,3.563072457214827e-05,0.001422641892923559
FOXO1,SKCM,455,0.8541808317237896,0.03434019103344004,0.24261138771849078,0.1796870461052095
TCF3,SKCM,455,1.0198715951522042,0.7721882643612702,0.514894666789357,0.9081599972886549
IKZF3,SKCM,455,0.7018308640784934,1.0534066165387213e-07,7.065845830763122e-06,2.2307434232584685e-05
ARL4C,SKCM,455,0.8886840218902343,0.05966095607477064,0.018385517491425,0.2494534748770898
KLHL9,SKCM,455,0.9127009616994448,0.16634589105521982,0.17657712505195278,0.43300448864699304
DOCK2,SKCM,455,0.7415801079641584,4.390874414192618e-06,8.050583011857216e-08,0.00033079796752213253
PPM1D,SKCM,455,1.0548569549142102,0.49418010631424025,0.03894919986511814,0.7456196071799098
CD96,SKCM,455,0.7532346046590176,8.029011407991851e-06,6.189874898611513e-06,0.0004342550929689122
PXN,SKCM,455,1.0797614882085036,0.24277926030808483,0.037819738542547866,0.522831923465826
EBF1,SKCM,455,0.9273906362402853,0.2840447179711124,0.9493295226189798,0.5646772084912596
SLC38A2,SKCM,455,0.8482496315385718,0.028988459794013707,0.5471868526485612,0.1615455963753086
ELOVL1,SKCM,455,1.1303274386638078,0.0717100276684932,0.01893214757820845,0.2791412441061147
CCNE1,SKCM,455,1.2088425106575462,0.006060411582648581,0.10537122835614007,0.0588072282952423
SYK,SKCM,455,0.8560215069720907,0.025651472783040488,0.0008104760854148692,0.15038573054485702
ATP5F1A,SKCM,455,1.1375257265096503,0.08285478099584719,0.01578160373055545,0.29648596315511505
ETS1,SKCM,455,1.1043836467121937,0.1566635749088654,0.01781823986410202,0.4190110473045434
N4BP3,SKCM,455,1.2204458394986224,0.0030602652566221037,0.011021097971470396,0.03623998330210386
IGF1R,SKCM,455,0.9415669320497405,0.409315514119315,0.0360402417055618,0.6753143221033611
MARK3,SKCM,455,0.8822073160670041,0.08539275993737201,0.696925668472314,0.30079641465219104
SOX9,SKCM,455,1.102388860573722,0.16459162924324328,0.07833458268741597,0.431873079646994
WASL,SKCM,455,0.8782676683709585,0.08043779775516277,0.8125313841890719,0.2925515644501288
ZSCAN1,SKCM,455,1.0530745811662072,0.4575099986757589,0.7584162064867295,0.713311388147567
H2BC14,SKCM,455,1.0049590778720079,0.9433984098763569,,0.9832880600077812
PTK2,SKCM,455,0.9661728658565352,0.65397020470389,0.786554779563933,0.8493119541608961
SP8,SKCM,455,1.1645514165718636,0.0236881286768706,0.14338745458735494,0.14327400383038474
TMEM147,SKCM,455,1.2042280502064755,0.030662546012514683,0.0006716199811194443,0.16574349195953883
PARD6B,SKCM,455,0.826918588053398,0.007135956433499156,0.5307241366384057,0.06503656496353662
ROCK2,SKCM,455,0.9027268584751377,0.1774309027274174,0.7845932714808215,0.44463718112553535
SOX2,SKCM,455,0.9760162985009001,0.7195644374018759,0.8972626612091729,0.8880466145515096
AJUBA,SKCM,455,1.2552960762784189,0.003185365897199209,0.011299338767284705,0.03747489290822598
SCYL1,SKCM,455,1.0633696167280222,0.3952597172198026,0.9203401609687581,0.6634852661078228
ZFP36L1,SKCM,455,0.9662293018623167,0.6371065731622318,0.7774552743815355,0.838298122581884
SYT5,SKCM,455,0.8850048794521137,0.06696629784564348,0.18407423858769134,0.2669752738032298
MDM2,SKCM,455,1.0560297101671698,0.42626028719194087,0.30321223779074186,0.6903000602298637
CDX2,SKCM,455,1.0436343097573444,0.5240824617905875,,0.7644638826767078
EZR,SKCM,455,1.0351128948163246,0.6327133345124738,0.5534922106240863,0.8346529879974004
TBX2,SKCM,455,1.092555981860483,0.21023337703751996,0.8195795343069461,0.4864011293927197
NFATC2,SKCM,455,0.8226867738993425,0.004365005701192047,0.02979226800457889,0.04676791822705764
ZNFX1,SKCM,455,0.8331454994267837,0.00587926977725905,0.005356375589878865,0.0575145956470994
TXNDC5,SKCM,455,0.9717652301814772,0.7102196938575014,0.8326001504407432,0.8826476362502702
SNX25,SKCM,455,0.9390288496086283,0.403892642659861,0.696717449774866,0.6725316899054116
GSTT2B,SKCM,455,0.925644854931098,0.25382213690455857,0.3627834543491226,0.533115340056249
CD19,SKCM,455,0.825125074905685,0.002559657631824054,0.00023546927364708777,0.03199572039780067
ASCL1,SKCM,455,0.8946438294526806,0.10555102294292576,0.24040403447828124,0.3432553591639862
LEMD3,SKCM,455,0.881146468669676,0.10960537057375182,0.6490501789754055,0.35042569632815856
ANKHD1,SKCM,455,0.8847459571007452,0.0999781122436207,0.5737539686096731,0.3344992602946418
HDLBP,SKCM,455,1.0256408027161468,0.7194325414018481,0.1636472470623231,0.8880466145515096
MYB,SKCM,455,0.8987523184067808,0.06453074670570724,0.03685720652398895,0.2626407026975489
GATA3,SKCM,455,0.8260645923126488,0.004789164190709077,0.09632626774232265,0.04954307783492149
DHX40,SKCM,455,0.9309924887927996,0.3409328898204088,0.4150493515079935,0.6201912093751752
ELMO1,SKCM,455,0.8097060959429219,0.0014223954212579761,0.0009065634807196556,0.02133593131886964
RBM47,SKCM,455,0.8202284123055321,0.0032364839008688865,0.0004498401625046783,0.03755909448149963
MYOD1,SKCM,455,0.8999214791053058,0.13293654040482564,0.042592073449055176,0.3890825572824165
IKZF2,SKCM,455,0.802955675098327,0.001271118062017462,0.006694660233653288,0.01963878622451477
CD47,SKCM,455,0.7819881440636126,0.0007746827655748552,0.009139647960861651,0.013692897535153303
PCDHB12,SKCM,455,0.9579344583114938,0.5268970692767093,0.23661600340328445,0.7673258290437515
RAC1,SKCM,455,1.213781169820551,0.011631694638020527,0.04717689666210445,0.08760272112316715
CDK8,SKCM,455,0.9487267778961821,0.4888912502632029,0.6601009312553471,0.7419934658294817
CD44,SKCM,455,0.9794045654940128,0.7711159602720267,0.960495367089642,0.9081599972886549
YAP1,SKCM,455,1.0739509668609617,0.3456225182916427,0.2829718577980692,0.625328769981487
PRDM1,SKCM,455,0.7729525997210962,0.0001322379260026265,0.0008012652925937227,0.00383916559362464
RHD,SKCM,455,1.063511399416725,0.387984761381825,0.31344283747761237,0.6594767192559239
CD81,SKCM,455,1.183977737004112,0.016445352288778116,0.012323438470078241,0.11024817176834491
NUMB,SKCM,455,0.8790937949615796,0.07063902070460305,0.31153449673433126,0.2761134359789044
TKT,SKCM,455,1.1001055067604963,0.16079263723349302,0.07352677857322168,0.4256275691474815
PKN2,SKCM,455,0.8482471780265763,0.029930264194628537,0.502662108991607,0.16450221542085913
SNAI2,SKCM,455,1.1698210476000506,0.02755172635979593,0.013104859708123591,0.15718893010343163
CRKL,SKCM,455,1.1234124460478274,0.12051480808337599,0.028704652958778866,0.37266354075321323
TRPS1,SKCM,455,0.876182455868372,0.0360834312704708,0.011606366313913282,0.18437406048200009
PIM2,SKCM,455,0.6781881058949152,1.3243724275926142e-07,2.8417791690539892e-06,2.3772072633260336e-05
SOX17,SKCM,455,1.000312216624355,0.9961783910603934,0.28614101053719965,0.9996498943399812
PITX2,SKCM,455,1.2205531715747542,0.005528749713907093,0.009922099336863397,0.055441501309374745
AP2M1,SKCM,455,1.1172031253574248,0.10957758370243093,0.1002460398027797,0.35042569632815856
ADD1,SKCM,455,1.0189489230292446,0.7852746041065756,0.904092389497357,0.9151792084116775
DOCK10,SKCM,455,0.7572068881391917,3.8010748424449575e-05,0.014491015879399676,0.0015375134194159379
H3C8,SKCM,455,0.869434107566509,0.05019599962293114,0.14171821830103512,0.22673224421901145
PLCG2,SKCM,455,0.8134019686858445,0.0026343300645616367,0.0033601107049870734,0.032702028387661695
DOCK5,SKCM,455,0.8807262104663163,0.05569889772045582,0.030165446115000504,0.23956515148583146
FERMT2,SKCM,455,0.9572159070372598,0.5593957853007483,0.8438910379786314,0.7866503230791773
IRS2,SKCM,455,0.9726237298358714,0.6796734103085631,0.8769131322313948,0.867975976272021
EIF2D,SKCM,455,0.9981839148375717,0.97934837167373,0.8657880945967713,0.9961106445178605
PIK3CD,SKCM,455,1.078047450663875,0.2880767720261047,0.7568415763385834,0.5691966955510303
SOX4,SKCM,455,1.1395549370461073,0.06625271660789536,0.03245099651892469,0.26619395065672247
SURF4,SKCM,455,1.0833849656088441,0.2515547104338952,0.17243702844935116,0.5316540098248813
CCNE2,SKCM,455,1.0157194808185621,0.8386528997907314,0.33772895306903467,0.9440745588638628
KAT6B,SKCM,455,0.9195435009855761,0.25950702290792793,0.6813000180288272,0.540014614143665
CITED2,SKCM,455,0.9459251452622787,0.4284927718067989,0.9724051825821283,0.6918443114473065
GPC1,SKCM,455,1.1497197978729892,0.039399736242809624,0.006105232283829987,0.1933359132425518
ITGB5,SKCM,455,0.9791961655107958,0.7580469288381324,0.7290786176994977,0.9018505595652387
INTU,SKCM,455,0.8022499948755325,0.0022283671771293925,0.3111701700981504,0.02865043513452076
HOXC8,SKCM,455,1.128856487930689,0.10455294904702406,0.12636249264511357,0.34189631020770717
CORO1A,SKCM,455,0.7511115988712788,7.329183557104853e-06,1.8130899550003528e-05,0.0004207160147943386
RAB11FIP3,SKCM,455,1.103430869965716,0.15368655490529698,0.3448681054734438,0.4144399774281902
LY86,SKCM,455,0.873222868684971,0.011101754812151568,9.114572169740723e-05,0.08503471771009712
BATF3,SKCM,455,0.819057551706413,0.002449247015885521,0.0065819743063513896,0.03104679315911224
TAF13,SKCM,455,0.9327067684546232,0.35581910163746255,0.49219151299745745,0.6344471351633805
HDDC3,SKCM,455,1.0336044626773255,0.6505550731672337,0.8501664727078133,0.8476287598270147
PTPN12,SKCM,455,0.857317327866256,0.040554811205364666,0.6904604889446114,0.1959695575024333
ARID1A,SKCM,455,1.0380319300896679,0.6348618127932697,0.10873969411090502,0.8362614438550204
SCARA5,SKCM,455,0.9458822472806757,0.38918361355035014,0.3404609208716961,0.6596332433056782
TBC1D12,SKCM,455,0.9726204304669556,0.7105696433864088,0.18145085624162893,0.8826476362502702
BCL2,SKCM,455,1.0549282290426198,0.4430477468259768,0.054694323041822514,0.699856028334145
IRS1,SKCM,455,1.1695923694962753,0.02339658928369901,0.903038658306662,0.14206224693845865
LEF1,SKCM,455,0.9042104104280675,0.09936454914247779,0.6482461974505678,0.3341316124200117
ZNF281,SKCM,455,1.0281622217111117,0.7364472645734474,0.2583221572384276,0.895376613463158
CCND1,SKCM,455,1.081571163951781,0.25364347548976024,0.28259210069045504,0.533115340056249
DAB2IP,SKCM,455,0.9844375513307546,0.8189848999617326,0.8846028395079516,0.9342033079411398
CD63,SKCM,455,1.0604315456748203,0.40725152768567185,0.3082520263134762,0.6745113731635759
TRIO,SKCM,455,1.1197323976691655,0.09180110547242172,0.06157970259039473,0.31586627893105107
POU3F2,SKCM,455,0.8757330102579077,0.0604591499614718,0.44140769545309766,0.2520705474532167
SATB2,SKCM,455,1.0903002598987916,0.2189764354740954,0.16388257542323187,0.495795702960216
NKX2-1,SKCM,455,1.0312282140790519,0.6169984818378556,,0.8238852131366023
FABP1,SKCM,455,0.9092924267458192,0.18369986419233558,,0.45330552741918634
SOX6,SKCM,455,1.160530219420716,0.03311007330589247,0.0006464111763116181,0.17456958092249203
D2HGDH,SKCM,455,0.897633681763175,0.12238795978340847,0.8742597025401442,0.3747107632642557
ZFP36L2,SKCM,455,0.8753221127534814,0.06405211463187437,0.13537527763449128,0.26203137803948606
FN3KRP,SKCM,455,1.0237570540357672,0.7306021752283559,0.4824657235791715,0.8921749755595794
FOXA1,SKCM,455,1.002381604323747,0.9718153370002923,0.147541950079318,0.9940079038225892
PPOX,SKCM,455,1.0049947649157063,0.9430972335157046,0.17947923523146497,0.9832880600077812
DDX6,SKCM,455,0.9025811661403098,0.16357993986275582,0.8847698237747591,0.4303322111764673
GLI1,SKCM,455,1.209781672614403,0.0069089645764873215,0.12903048358323815,0.06377505762911373
GSS,SKCM,455,1.000071308553198,0.9991984404444971,0.18294311243285605,0.9996498943399812
FGFR1,SKCM,455,0.9519191079061194,0.4522044359668863,0.30322595841363675,0.7084142600003441
NAV2,SKCM,455,1.141950925269281,0.06456583941314743,0.08964390475537609,0.2626407026975489
SMAD7,SKCM,455,0.7914085043871011,0.0023273775128386685,0.0186064729221994,0.029711202291557468
EXT2,SKCM,455,1.0039673452631153,0.9547286715904038,0.861607724032939,0.9875962514161567
ARHGAP45,SKCM,455,0.8184717981414817,0.001753655146572188,0.09698172811579132,0.024854954833306603
RBFOX2,SKCM,455,0.9944394375953367,0.9395645963192798,0.19463315952049212,0.9820576071853117
SH3GL1,SKCM,455,1.1666895431563924,0.024016789301648554,0.001691776797443994,0.14434130465097628
SMIM17,SKCM,455,0.9938370813465337,0.9309843132305405,0.6366048501230379,0.9781139499921516
TGIF1,SKCM,455,1.0199069212002778,0.7773014336959898,0.22280869305070922,0.9109967489347751
LARP4B,SKCM,455,0.9831744681864436,0.8107338698693662,0.6865759398359381,0.9271756090079304
AFF2,SKCM,455,1.0333705797185586,0.6316990972888146,0.5926033167474201,0.8342321167423816
MAGEH1,SKCM,455,0.9497458615147315,0.46121434192099653,0.36702464220920905,0.7169134848512899
LPAR1,SKCM,455,0.8959903511473416,0.08608469740378409,0.4206065830683804,0.3023462542962173
BASP1,SKCM,455,0.8797193000572562,0.058911411399616614,0.1272442786230642,0.24833850238714264
CCND3,SKCM,455,0.914076172905003,0.19209175503845868,0.28649177859843944,0.46071307004560375
ESR1,SKCM,455,0.8580071540016485,0.023328312151316595,0.005232326697005568,0.14206224693845865
BAMBI,SKCM,455,0.9616234272826968,0.580911324586976,0.9723982969909319,0.8018337181905485
STIM2,SKCM,455,0.7465541896209176,4.670306044659339e-05,0.0037613599053068227,0.0017886278468908106
TXLNG,SKCM,455,0.7928573120202858,0.0011839964828351103,0.04014147785896567,0.018694681307922793
CEP164,SKCM,455,1.0066884087125505,0.9196518547847944,0.4402524009340699,0.9739860795904314
EPC2,SKCM,455,0.852646181088816,0.029150388165976645,0.35169492522626744,0.16159468964384496
PEDS1,SKCM,455,1.1081223078618248,0.1394552512285689,0.11895885632586228,0.3958641676171909
AP1M1,SKCM,455,1.1641430741510503,0.032769655758519,0.20943965535688752,0.17456958092249203
CDK6,SKCM,455,0.8413892896891341,0.015747531548474022,0.7550856783236675,0.10760865463013801
CMIP,SKCM,455,1.0899785054622222,0.2048077189396303,0.5819402890285514,0.47970578281240667
SOX5,SKCM,455,0.9478507700830656,0.47855527512474016,0.6395239856608897,0.732406939703195
NFKB2,SKCM,455,0.826057844511445,0.0062999594722098675,0.027527669952615567,0.05952717611536883
TFAP2B,SKCM,455,1.0229982845921397,0.7349315223619809,0.2937910562600592,0.8944399866474413
IGF2BP1,SKCM,455,1.111897154160097,0.1056509125375079,0.003009085664010503,0.34327011293775134
SMARCA4,SKCM,455,1.2980120288771009,0.00012908235776239285,0.026158717802157342,0.003808987606103395
SLC17A8,SKCM,455,1.0141602834017989,0.8354370505938152,,0.9422222375118217
PAX5,SKCM,455,0.8684905456294443,0.03402170486764235,0.0018977042594961197,0.178279676162318
PIAS4,SKCM,455,1.1310486551337717,0.08247943327240402,0.1286626293036047,0.29648596315511505
SPTLC2,SKCM,455,0.9577290555713548,0.552618258068273,0.5257450121181197,0.7816899905697068
BCL6,SKCM,455,0.7862506902127097,0.00044904380448583276,0.004871813906562829,0.009031048581837977
KLHL22,SKCM,455,1.1064351814818796,0.14299282656510826,0.0027971564249790804,0.4002909608354508
ALDH3A1,SKCM,455,1.1964785617423037,0.02787184939884278,0.0052669781189232205,0.15781509133001384
UBE2J1,SKCM,455,0.7802072747065957,0.0003658270127322673,0.0026101904203408026,0.007792764768261316
PSMB5,SKCM,455,1.1957606396465177,0.013647719368823646,0.019141605767693165,0.09789228533883458
TIPARP,SKCM,455,0.8372591884011028,0.01397534263046581,0.7578574681703327,0.09942931515746427
NEDD9,SKCM,455,0.8380170172894745,0.009948064417703779,0.5452142383082463,0.08029560128695777
PTP4A1,SKCM,455,1.0451847597065225,0.5383262274670981,0.5041578131907885,0.7733337665129901
HNF1B,SKCM,455,1.0253370167527478,0.7003139826762146,,0.877316448044718
FAM220A,SKCM,455,1.0118006116686344,0.8778611187857226,0.8226537658377592,0.9592391184222929
EPHB2,SKCM,455,0.8962334783488775,0.09269857234065255,0.046292098134294926,0.3181266543625827
ELAVL2,SKCM,455,0.9752352322783469,0.7047947210833356,0.7860609047866427,0.8791618142411671
RHOG,SKCM,455,0.9157565939498835,0.2052437110845148,0.06168304902437668,0.47979049344432034
PTPRS,SKCM,455,1.1863976605854367,0.013025598827744433,0.3230989688291313,0.09504858832553402
POU2F2,SKCM,455,0.7552423518642684,7.849641520255771e-05,1.9806624055008363e-05,0.002717183603165459
SLC25A37,SKCM,455,1.0021444661043977,0.9748317211171934,0.6236909915667561,0.9947299863594082
NCKAP1L,SKCM,455,0.761544638398297,1.3292812899722613e-05,9.84930319924875e-06,0.0006466773843108298
SYVN1,SKCM,455,0.8482805424750183,0.01995796189688896,0.0026146203005883257,0.1277033704596765
H2BC8,SKCM,455,0.926474637695962,0.26578650831138334,0.6305487052631907,0.5452030939720685
MIER2,SKCM,455,1.1454381693445748,0.05607793052482266,0.1119495209838728,0.24004821627748107
TCF7L2,SKCM,455,0.9979498319583231,0.9776510074348123,0.5870756684275429,0.9958705389918777
SWT1,SKCM,455,0.9225026985275726,0.30747357529160696,0.9533317759273316,0.5889934020052983
PSMD11,SKCM,455,1.0443347119138775,0.5495493891568495,0.8980953159140835,0.7805228550412184
PDXK,SKCM,455,0.9272411243203006,0.2717858931686917,0.23403452019799942,0.5527848674617458
FOXF2,SKCM,455,1.2172825650108159,0.00497762203824497,0.06482948343090836,0.05105253372558943
BMPR1B,SKCM,455,1.1164487691150735,0.09897955841755536,0.3204959245245097,0.33363896095805173
ARF4,SKCM,455,0.9176717688704654,0.2356642068206333,0.1260961032922048,0.5148004517926456
MITF,SKCM,455,1.0681361110451986,0.3484621803979405,0.03517913460303388,0.6288039345526746
SH3RF1,SKCM,455,0.928811023355298,0.33185850293712466,0.8790415647423251,0.6112753073545634
CLMP,SKCM,455,0.8811207989232401,0.05974083182383401,0.1061657807618468,0.24949767351021165
ZNF8,SKCM,455,1.0249688342107361,0.7256782606362719,0.144328577516579,0.8900960650866037
CHD7,SKCM,455,1.0860548759821682,0.2488461795541304,0.22526146528378801,0.5288581724261765
LIF,SKCM,455,0.7315393522570381,4.758464856911532e-06,9.721685499628463e-06,0.00033945566900886665
DUSP4,SKCM,455,0.9032185609335791,0.1728712191486403,0.5843719813257682,0.44106051660886253
PREX1,SKCM,455,0.9491413605971244,0.3927628216216683,0.14593874437456494,0.6628683070172896
EPHA2,SKCM,455,1.0696105784361338,0.351134908376733,0.14621301906227638,0.6299812150472969
MEN1,SKCM,455,1.1304339982968463,0.07911875640988857,0.5498918238377839,0.2909372043673124
LRRC3C,SKCM,455,1.026677760765668,0.696509686978354,,0.8755183392403545
FPGT,SKCM,455,0.8247128603616001,0.008503256146644489,0.0932534438842565,0.07340940558254236
SPINT2,SKCM,455,0.9404451769774596,0.40804065242482523,0.0335784744747303,0.6745113731635759
CDH2,SKCM,455,0.881818025675238,0.07274171940218938,0.33145236268545325,0.28058746985627603
CAPG,SKCM,455,0.949676233089603,0.4644123681438418,0.022713247567471125,0.720218642150381
